,t_n,y_n,name
0,0.0,1.0,approx 2^6 == 64
1,0.15873015873015872,1.0097523407989404,approx 2^6 == 64
2,0.31746031746031744,0.9324484814654077,approx 2^6 == 64
3,0.47619047619047616,0.7865871899789629,approx 2^6 == 64
4,0.6349206349206349,0.5966721460422499,approx 2^6 == 64
5,0.7936507936507936,0.3905135245004374,approx 2^6 == 64
6,0.9523809523809523,0.19622669519033925,approx 2^6 == 64
7,1.1111111111111112,0.039233563766842505,approx 2^6 == 64
8,1.2698412698412698,-0.06042901913292453,approx 2^6 == 64
9,1.4285714285714284,-0.09022099331917624,approx 2^6 == 64
10,1.5873015873015872,-0.04641717939761369,approx 2^6 == 64
11,1.746031746031746,0.06550163354749328,approx 2^6 == 64
12,1.9047619047619047,0.23142415999936414,approx 2^6 == 64
13,2.0634920634920633,0.4300924412088637,approx 2^6 == 64
14,2.2222222222222223,0.635343880086353,approx 2^6 == 64
15,2.380952380952381,0.8188844685073069,approx 2^6 == 64
16,2.5396825396825395,0.9533120699944142,approx 2^6 == 64
17,2.698412698412698,1.0150826993687154,approx 2^6 == 64
18,2.8571428571428568,0.9871176299172619,approx 2^6 == 64
19,3.015873015873016,0.8607843896245768,approx 2^6 == 64
20,3.1746031746031744,0.6370467768516201,approx 2^6 == 64
21,3.333333333333333,0.32666174216493465,approx 2^6 == 64
22,3.492063492063492,-0.0506039113493551,approx 2^6 == 64
23,3.6507936507936507,-0.46766606289971097,approx 2^6 == 64
24,3.8095238095238093,-0.8925630092861104,approx 2^6 == 64
25,3.968253968253968,-1.2914052922727781,approx 2^6 == 64
26,4.1269841269841265,-1.631546963115908,approx 2^6 == 64
27,4.285714285714286,-1.8846667757994755,approx 2^6 == 64
28,4.444444444444445,-2.029455942112298,approx 2^6 == 64
29,4.603174603174603,-2.0536474263570907,approx 2^6 == 64
30,4.761904761904762,-1.9551864976514093,approx 2^6 == 64
31,4.92063492063492,-1.742426950260458,approx 2^6 == 64
32,5.079365079365079,-1.43333361160147,approx 2^6 == 64
33,5.238095238095238,-1.053769897815862,approx 2^6 == 64
34,5.396825396825396,-0.6350394696155751,approx 2^6 == 64
35,5.555555555555555,-0.21092449163130966,approx 2^6 == 64
36,5.7142857142857135,0.18548770626179312,approx 2^6 == 64
37,5.873015873015873,0.5248775281667505,approx 2^6 == 64
38,6.031746031746032,0.7843643515278322,approx 2^6 == 64
39,6.19047619047619,0.949515658731592,approx 2^6 == 64
40,6.349206349206349,1.0155002504048052,approx 2^6 == 64
41,6.507936507936508,0.9872775607494932,approx 2^6 == 64
42,6.666666666666666,0.8788115345777496,approx 2^6 == 64
43,6.825396825396825,0.7113949328090377,approx 2^6 == 64
44,6.984126984126984,0.5112585753536204,approx 2^6 == 64
45,7.142857142857142,0.30671105537430227,approx 2^6 == 64
46,7.301587301587301,0.12510077980220702,approx 2^6 == 64
47,7.46031746031746,-0.01009080636043544,approx 2^6 == 64
48,7.619047619047619,-0.08172995024185206,approx 2^6 == 64
49,7.777777777777778,-0.08083398742909027,approx 2^6 == 64
50,7.936507936507936,-0.007514887247052293,approx 2^6 == 64
51,8.095238095238095,0.12903250109508962,approx 2^6 == 64
52,8.253968253968253,0.3114963126611608,approx 2^6 == 64
53,8.412698412698413,0.5162699346728274,approx 2^6 == 64
54,8.571428571428571,0.7159462480302219,approx 2^6 == 64
55,8.73015873015873,0.8822311786016023,approx 2^6 == 64
56,8.88888888888889,0.9889809966072491,approx 2^6 == 64
57,9.047619047619047,1.0150545526483905,approx 2^6 == 64
58,9.206349206349206,0.946689383533562,approx 2^6 == 64
59,9.365079365079364,0.779157605542517,approx 2^6 == 64
60,9.523809523809524,0.517529056684298,approx 2^6 == 64
61,9.682539682539682,0.17645811380154897,approx 2^6 == 64
62,9.84126984126984,-0.22099188940955328,approx 2^6 == 64
63,10.0,-0.645376423390276,approx 2^6 == 64
